filter_status	method	node	rejected	meaning
before_filter	Structured_Holm	I10	FALSE	I10 Essential (primary) hypertension
after_filter	Structured_Holm	I10	FALSE	I10 Essential (primary) hypertension
before_filter	BH	I10	FALSE	I10 Essential (primary) hypertension
after_filter	BH	I10	FALSE	I10 Essential (primary) hypertension
before_filter	Leaf_BH	I10	FALSE	I10 Essential (primary) hypertension
after_filter	Leaf_BH	I10	FALSE	I10 Essential (primary) hypertension
before_filter	Yekutieli	I10	FALSE	I10 Essential (primary) hypertension
after_filter	Yekutieli	I10	FALSE	I10 Essential (primary) hypertension
before_filter	Focused_BH	I11	FALSE	I11 Hypertensive heart disease
after_filter	Focused_BH	I11	FALSE	I11 Hypertensive heart disease
before_filter	Structured_Holm	I11	FALSE	I11 Hypertensive heart disease
after_filter	Structured_Holm	I11	FALSE	I11 Hypertensive heart disease
before_filter	BH	I11	FALSE	I11 Hypertensive heart disease
after_filter	BH	I11	FALSE	I11 Hypertensive heart disease
before_filter	Leaf_BH	I11	FALSE	I11 Hypertensive heart disease
after_filter	Leaf_BH	I11	FALSE	I11 Hypertensive heart disease
before_filter	Yekutieli	I11	FALSE	I11 Hypertensive heart disease
after_filter	Yekutieli	I11	FALSE	I11 Hypertensive heart disease
before_filter	Focused_BH	I12	FALSE	I12 Hypertensive renal disease
after_filter	Focused_BH	I12	FALSE	I12 Hypertensive renal disease
before_filter	Structured_Holm	I12	FALSE	I12 Hypertensive renal disease
after_filter	Structured_Holm	I12	FALSE	I12 Hypertensive renal disease
before_filter	BH	I12	FALSE	I12 Hypertensive renal disease
after_filter	BH	I12	FALSE	I12 Hypertensive renal disease
before_filter	Leaf_BH	I12	FALSE	I12 Hypertensive renal disease
after_filter	Leaf_BH	I12	FALSE	I12 Hypertensive renal disease
before_filter	Yekutieli	I12	FALSE	I12 Hypertensive renal disease
after_filter	Yekutieli	I12	FALSE	I12 Hypertensive renal disease
before_filter	Focused_BH	I120	FALSE	I12.0 Hypertensive renal disease with renal failure
after_filter	Focused_BH	I120	FALSE	I12.0 Hypertensive renal disease with renal failure
before_filter	Structured_Holm	I120	FALSE	I12.0 Hypertensive renal disease with renal failure
after_filter	Structured_Holm	I120	FALSE	I12.0 Hypertensive renal disease with renal failure
before_filter	BH	I120	FALSE	I12.0 Hypertensive renal disease with renal failure
after_filter	BH	I120	FALSE	I12.0 Hypertensive renal disease with renal failure
before_filter	Leaf_BH	I120	FALSE	I12.0 Hypertensive renal disease with renal failure
after_filter	Leaf_BH	I120	FALSE	I12.0 Hypertensive renal disease with renal failure
before_filter	Yekutieli	I120	FALSE	I12.0 Hypertensive renal disease with renal failure
after_filter	Yekutieli	I120	FALSE	I12.0 Hypertensive renal disease with renal failure
before_filter	Focused_BH	I129	FALSE	I12.9 Hypertensive renal disease without renal failure
after_filter	Focused_BH	I129	FALSE	I12.9 Hypertensive renal disease without renal failure
before_filter	Structured_Holm	I129	FALSE	I12.9 Hypertensive renal disease without renal failure
after_filter	Structured_Holm	I129	FALSE	I12.9 Hypertensive renal disease without renal failure
before_filter	BH	I129	FALSE	I12.9 Hypertensive renal disease without renal failure
after_filter	BH	I129	FALSE	I12.9 Hypertensive renal disease without renal failure
before_filter	Leaf_BH	I129	FALSE	I12.9 Hypertensive renal disease without renal failure
after_filter	Leaf_BH	I129	FALSE	I12.9 Hypertensive renal disease without renal failure
before_filter	Yekutieli	I129	FALSE	I12.9 Hypertensive renal disease without renal failure
after_filter	Yekutieli	I129	FALSE	I12.9 Hypertensive renal disease without renal failure
before_filter	Focused_BH	I20	FALSE	I20 Angina pectoris
after_filter	Focused_BH	I20	FALSE	I20 Angina pectoris
before_filter	Structured_Holm	I20	FALSE	I20 Angina pectoris
after_filter	Structured_Holm	I20	FALSE	I20 Angina pectoris
before_filter	BH	I20	FALSE	I20 Angina pectoris
after_filter	BH	I20	FALSE	I20 Angina pectoris
before_filter	Leaf_BH	I20	FALSE	I20 Angina pectoris
after_filter	Leaf_BH	I20	FALSE	I20 Angina pectoris
before_filter	Yekutieli	I20	FALSE	I20 Angina pectoris
after_filter	Yekutieli	I20	FALSE	I20 Angina pectoris
before_filter	Focused_BH	I200	FALSE	I20.0 Unstable angina
after_filter	Focused_BH	I200	FALSE	I20.0 Unstable angina
before_filter	Structured_Holm	I200	FALSE	I20.0 Unstable angina
after_filter	Structured_Holm	I200	FALSE	I20.0 Unstable angina
before_filter	BH	I200	FALSE	I20.0 Unstable angina
after_filter	BH	I200	FALSE	I20.0 Unstable angina
before_filter	Leaf_BH	I200	FALSE	I20.0 Unstable angina
after_filter	Leaf_BH	I200	FALSE	I20.0 Unstable angina
before_filter	Yekutieli	I200	FALSE	I20.0 Unstable angina
after_filter	Yekutieli	I200	FALSE	I20.0 Unstable angina
before_filter	Focused_BH	I201	FALSE	I20.1 Angina pectoris with documented spasm
after_filter	Focused_BH	I201	FALSE	I20.1 Angina pectoris with documented spasm
before_filter	Structured_Holm	I201	FALSE	I20.1 Angina pectoris with documented spasm
after_filter	Structured_Holm	I201	FALSE	I20.1 Angina pectoris with documented spasm
before_filter	BH	I201	FALSE	I20.1 Angina pectoris with documented spasm
after_filter	BH	I201	FALSE	I20.1 Angina pectoris with documented spasm
before_filter	Leaf_BH	I201	FALSE	I20.1 Angina pectoris with documented spasm
after_filter	Leaf_BH	I201	FALSE	I20.1 Angina pectoris with documented spasm
before_filter	Yekutieli	I201	FALSE	I20.1 Angina pectoris with documented spasm
after_filter	Yekutieli	I201	FALSE	I20.1 Angina pectoris with documented spasm
before_filter	Focused_BH	I208	FALSE	I20.8 Other forms of angina pectoris
after_filter	Focused_BH	I208	FALSE	I20.8 Other forms of angina pectoris
before_filter	Structured_Holm	I208	FALSE	I20.8 Other forms of angina pectoris
after_filter	Structured_Holm	I208	FALSE	I20.8 Other forms of angina pectoris
before_filter	BH	I208	FALSE	I20.8 Other forms of angina pectoris
after_filter	BH	I208	FALSE	I20.8 Other forms of angina pectoris
before_filter	Leaf_BH	I208	FALSE	I20.8 Other forms of angina pectoris
after_filter	Leaf_BH	I208	FALSE	I20.8 Other forms of angina pectoris
before_filter	Yekutieli	I208	FALSE	I20.8 Other forms of angina pectoris
after_filter	Yekutieli	I208	FALSE	I20.8 Other forms of angina pectoris
before_filter	Focused_BH	I209	FALSE	I20.9 Angina pectoris, unspecified
after_filter	Focused_BH	I209	FALSE	I20.9 Angina pectoris, unspecified
before_filter	Structured_Holm	I209	FALSE	I20.9 Angina pectoris, unspecified
after_filter	Structured_Holm	I209	FALSE	I20.9 Angina pectoris, unspecified
before_filter	BH	I209	FALSE	I20.9 Angina pectoris, unspecified
after_filter	BH	I209	FALSE	I20.9 Angina pectoris, unspecified
before_filter	Leaf_BH	I209	FALSE	I20.9 Angina pectoris, unspecified
after_filter	Leaf_BH	I209	FALSE	I20.9 Angina pectoris, unspecified
before_filter	Yekutieli	I209	FALSE	I20.9 Angina pectoris, unspecified
after_filter	Yekutieli	I209	FALSE	I20.9 Angina pectoris, unspecified
before_filter	Focused_BH	I21	FALSE	I21 Acute myocardial infarction
after_filter	Focused_BH	I21	FALSE	I21 Acute myocardial infarction
before_filter	Structured_Holm	I21	FALSE	I21 Acute myocardial infarction
after_filter	Structured_Holm	I21	FALSE	I21 Acute myocardial infarction
before_filter	BH	I21	FALSE	I21 Acute myocardial infarction
after_filter	BH	I21	FALSE	I21 Acute myocardial infarction
before_filter	Leaf_BH	I21	FALSE	I21 Acute myocardial infarction
after_filter	Leaf_BH	I21	FALSE	I21 Acute myocardial infarction
before_filter	Yekutieli	I21	FALSE	I21 Acute myocardial infarction
after_filter	Yekutieli	I21	FALSE	I21 Acute myocardial infarction
before_filter	Focused_BH	I210	FALSE	I21.0 Acute transmural myocardial infarction of anterior wall
after_filter	Focused_BH	I210	FALSE	I21.0 Acute transmural myocardial infarction of anterior wall
before_filter	Structured_Holm	I210	FALSE	I21.0 Acute transmural myocardial infarction of anterior wall
after_filter	Structured_Holm	I210	FALSE	I21.0 Acute transmural myocardial infarction of anterior wall
before_filter	BH	I210	FALSE	I21.0 Acute transmural myocardial infarction of anterior wall
after_filter	BH	I210	FALSE	I21.0 Acute transmural myocardial infarction of anterior wall
before_filter	Leaf_BH	I210	FALSE	I21.0 Acute transmural myocardial infarction of anterior wall
after_filter	Leaf_BH	I210	FALSE	I21.0 Acute transmural myocardial infarction of anterior wall
before_filter	Yekutieli	I210	FALSE	I21.0 Acute transmural myocardial infarction of anterior wall
after_filter	Yekutieli	I210	FALSE	I21.0 Acute transmural myocardial infarction of anterior wall
before_filter	Focused_BH	I211	FALSE	I21.1 Acute transmural myocardial infarction of inferior wall
after_filter	Focused_BH	I211	FALSE	I21.1 Acute transmural myocardial infarction of inferior wall
before_filter	Structured_Holm	I211	FALSE	I21.1 Acute transmural myocardial infarction of inferior wall
after_filter	Structured_Holm	I211	FALSE	I21.1 Acute transmural myocardial infarction of inferior wall
before_filter	BH	I211	FALSE	I21.1 Acute transmural myocardial infarction of inferior wall
after_filter	BH	I211	FALSE	I21.1 Acute transmural myocardial infarction of inferior wall
before_filter	Leaf_BH	I211	FALSE	I21.1 Acute transmural myocardial infarction of inferior wall
after_filter	Leaf_BH	I211	FALSE	I21.1 Acute transmural myocardial infarction of inferior wall
before_filter	Yekutieli	I211	FALSE	I21.1 Acute transmural myocardial infarction of inferior wall
after_filter	Yekutieli	I211	FALSE	I21.1 Acute transmural myocardial infarction of inferior wall
before_filter	Focused_BH	I212	FALSE	I21.2 Acute transmural myocardial infarction of other sites
after_filter	Focused_BH	I212	FALSE	I21.2 Acute transmural myocardial infarction of other sites
before_filter	Structured_Holm	I212	FALSE	I21.2 Acute transmural myocardial infarction of other sites
after_filter	Structured_Holm	I212	FALSE	I21.2 Acute transmural myocardial infarction of other sites
before_filter	BH	I212	FALSE	I21.2 Acute transmural myocardial infarction of other sites
after_filter	BH	I212	FALSE	I21.2 Acute transmural myocardial infarction of other sites
before_filter	Leaf_BH	I212	FALSE	I21.2 Acute transmural myocardial infarction of other sites
after_filter	Leaf_BH	I212	FALSE	I21.2 Acute transmural myocardial infarction of other sites
before_filter	Yekutieli	I212	FALSE	I21.2 Acute transmural myocardial infarction of other sites
after_filter	Yekutieli	I212	FALSE	I21.2 Acute transmural myocardial infarction of other sites
before_filter	Focused_BH	I213	FALSE	I21.3 Acute transmural myocardial infarction of unspecified site
after_filter	Focused_BH	I213	FALSE	I21.3 Acute transmural myocardial infarction of unspecified site
before_filter	Structured_Holm	I213	FALSE	I21.3 Acute transmural myocardial infarction of unspecified site
after_filter	Structured_Holm	I213	FALSE	I21.3 Acute transmural myocardial infarction of unspecified site
before_filter	BH	I213	FALSE	I21.3 Acute transmural myocardial infarction of unspecified site
after_filter	BH	I213	FALSE	I21.3 Acute transmural myocardial infarction of unspecified site
before_filter	Leaf_BH	I213	FALSE	I21.3 Acute transmural myocardial infarction of unspecified site
after_filter	Leaf_BH	I213	FALSE	I21.3 Acute transmural myocardial infarction of unspecified site
before_filter	Yekutieli	I213	FALSE	I21.3 Acute transmural myocardial infarction of unspecified site
after_filter	Yekutieli	I213	FALSE	I21.3 Acute transmural myocardial infarction of unspecified site
before_filter	Focused_BH	I214	FALSE	I21.4 Acute subendocardial myocardial infarction
after_filter	Focused_BH	I214	FALSE	I21.4 Acute subendocardial myocardial infarction
before_filter	Structured_Holm	I214	FALSE	I21.4 Acute subendocardial myocardial infarction
after_filter	Structured_Holm	I214	FALSE	I21.4 Acute subendocardial myocardial infarction
before_filter	BH	I214	FALSE	I21.4 Acute subendocardial myocardial infarction
after_filter	BH	I214	FALSE	I21.4 Acute subendocardial myocardial infarction
before_filter	Leaf_BH	I214	FALSE	I21.4 Acute subendocardial myocardial infarction
after_filter	Leaf_BH	I214	FALSE	I21.4 Acute subendocardial myocardial infarction
before_filter	Yekutieli	I214	FALSE	I21.4 Acute subendocardial myocardial infarction
after_filter	Yekutieli	I214	FALSE	I21.4 Acute subendocardial myocardial infarction
before_filter	Focused_BH	I219	FALSE	I21.9 Acute myocardial infarction, unspecified
after_filter	Focused_BH	I219	FALSE	I21.9 Acute myocardial infarction, unspecified
before_filter	Structured_Holm	I219	FALSE	I21.9 Acute myocardial infarction, unspecified
after_filter	Structured_Holm	I219	FALSE	I21.9 Acute myocardial infarction, unspecified
before_filter	BH	I219	FALSE	I21.9 Acute myocardial infarction, unspecified
after_filter	BH	I219	FALSE	I21.9 Acute myocardial infarction, unspecified
before_filter	Leaf_BH	I219	FALSE	I21.9 Acute myocardial infarction, unspecified
after_filter	Leaf_BH	I219	FALSE	I21.9 Acute myocardial infarction, unspecified
before_filter	Yekutieli	I219	FALSE	I21.9 Acute myocardial infarction, unspecified
after_filter	Yekutieli	I219	FALSE	I21.9 Acute myocardial infarction, unspecified
before_filter	Focused_BH	I22	FALSE	I22 Subsequent myocardial infarction
after_filter	Focused_BH	I22	FALSE	I22 Subsequent myocardial infarction
before_filter	Structured_Holm	I22	FALSE	I22 Subsequent myocardial infarction
after_filter	Structured_Holm	I22	FALSE	I22 Subsequent myocardial infarction
before_filter	BH	I22	FALSE	I22 Subsequent myocardial infarction
after_filter	BH	I22	FALSE	I22 Subsequent myocardial infarction
before_filter	Leaf_BH	I22	FALSE	I22 Subsequent myocardial infarction
after_filter	Leaf_BH	I22	FALSE	I22 Subsequent myocardial infarction
before_filter	Yekutieli	I22	FALSE	I22 Subsequent myocardial infarction
after_filter	Yekutieli	I22	FALSE	I22 Subsequent myocardial infarction
before_filter	Focused_BH	I220	FALSE	I22.0 Subsequent myocardial infarction of anterior wall
after_filter	Focused_BH	I220	FALSE	I22.0 Subsequent myocardial infarction of anterior wall
before_filter	Structured_Holm	I220	FALSE	I22.0 Subsequent myocardial infarction of anterior wall
after_filter	Structured_Holm	I220	FALSE	I22.0 Subsequent myocardial infarction of anterior wall
before_filter	BH	I220	FALSE	I22.0 Subsequent myocardial infarction of anterior wall
after_filter	BH	I220	FALSE	I22.0 Subsequent myocardial infarction of anterior wall
before_filter	Leaf_BH	I220	FALSE	I22.0 Subsequent myocardial infarction of anterior wall
after_filter	Leaf_BH	I220	FALSE	I22.0 Subsequent myocardial infarction of anterior wall
before_filter	Yekutieli	I220	FALSE	I22.0 Subsequent myocardial infarction of anterior wall
after_filter	Yekutieli	I220	FALSE	I22.0 Subsequent myocardial infarction of anterior wall
before_filter	Focused_BH	I221	FALSE	I22.1 Subsequent myocardial infarction of inferior wall
after_filter	Focused_BH	I221	FALSE	I22.1 Subsequent myocardial infarction of inferior wall
before_filter	Structured_Holm	I221	FALSE	I22.1 Subsequent myocardial infarction of inferior wall
after_filter	Structured_Holm	I221	FALSE	I22.1 Subsequent myocardial infarction of inferior wall
before_filter	BH	I221	FALSE	I22.1 Subsequent myocardial infarction of inferior wall
after_filter	BH	I221	FALSE	I22.1 Subsequent myocardial infarction of inferior wall
before_filter	Leaf_BH	I221	FALSE	I22.1 Subsequent myocardial infarction of inferior wall
after_filter	Leaf_BH	I221	FALSE	I22.1 Subsequent myocardial infarction of inferior wall
before_filter	Yekutieli	I221	FALSE	I22.1 Subsequent myocardial infarction of inferior wall
after_filter	Yekutieli	I221	FALSE	I22.1 Subsequent myocardial infarction of inferior wall
before_filter	Focused_BH	I228	FALSE	I22.8 Subsequent myocardial infarction of other sites
after_filter	Focused_BH	I228	FALSE	I22.8 Subsequent myocardial infarction of other sites
before_filter	Structured_Holm	I228	FALSE	I22.8 Subsequent myocardial infarction of other sites
after_filter	Structured_Holm	I228	FALSE	I22.8 Subsequent myocardial infarction of other sites
before_filter	BH	I228	FALSE	I22.8 Subsequent myocardial infarction of other sites
after_filter	BH	I228	FALSE	I22.8 Subsequent myocardial infarction of other sites
before_filter	Leaf_BH	I228	FALSE	I22.8 Subsequent myocardial infarction of other sites
after_filter	Leaf_BH	I228	FALSE	I22.8 Subsequent myocardial infarction of other sites
before_filter	Yekutieli	I228	FALSE	I22.8 Subsequent myocardial infarction of other sites
after_filter	Yekutieli	I228	FALSE	I22.8 Subsequent myocardial infarction of other sites
before_filter	Focused_BH	I229	FALSE	I22.9 Subsequent myocardial infarction of unspecified site
after_filter	Focused_BH	I229	FALSE	I22.9 Subsequent myocardial infarction of unspecified site
before_filter	Structured_Holm	I229	FALSE	I22.9 Subsequent myocardial infarction of unspecified site
after_filter	Structured_Holm	I229	FALSE	I22.9 Subsequent myocardial infarction of unspecified site
before_filter	BH	I229	FALSE	I22.9 Subsequent myocardial infarction of unspecified site
after_filter	BH	I229	FALSE	I22.9 Subsequent myocardial infarction of unspecified site
before_filter	Leaf_BH	I229	FALSE	I22.9 Subsequent myocardial infarction of unspecified site
after_filter	Leaf_BH	I229	FALSE	I22.9 Subsequent myocardial infarction of unspecified site
before_filter	Yekutieli	I229	FALSE	I22.9 Subsequent myocardial infarction of unspecified site
after_filter	Yekutieli	I229	FALSE	I22.9 Subsequent myocardial infarction of unspecified site
before_filter	Focused_BH	I24	FALSE	I24 Other acute ischaemic heart diseases
after_filter	Focused_BH	I24	FALSE	I24 Other acute ischaemic heart diseases
before_filter	Structured_Holm	I24	FALSE	I24 Other acute ischaemic heart diseases
after_filter	Structured_Holm	I24	FALSE	I24 Other acute ischaemic heart diseases
before_filter	BH	I24	FALSE	I24 Other acute ischaemic heart diseases
after_filter	BH	I24	FALSE	I24 Other acute ischaemic heart diseases
before_filter	Leaf_BH	I24	FALSE	I24 Other acute ischaemic heart diseases
after_filter	Leaf_BH	I24	FALSE	I24 Other acute ischaemic heart diseases
before_filter	Yekutieli	I24	FALSE	I24 Other acute ischaemic heart diseases
after_filter	Yekutieli	I24	FALSE	I24 Other acute ischaemic heart diseases
before_filter	Focused_BH	I240	FALSE	I24.0 Coronary thrombosis not resulting in myocardial infarction
after_filter	Focused_BH	I240	FALSE	I24.0 Coronary thrombosis not resulting in myocardial infarction
before_filter	Structured_Holm	I240	FALSE	I24.0 Coronary thrombosis not resulting in myocardial infarction
after_filter	Structured_Holm	I240	FALSE	I24.0 Coronary thrombosis not resulting in myocardial infarction
before_filter	BH	I240	FALSE	I24.0 Coronary thrombosis not resulting in myocardial infarction
after_filter	BH	I240	FALSE	I24.0 Coronary thrombosis not resulting in myocardial infarction
before_filter	Leaf_BH	I240	FALSE	I24.0 Coronary thrombosis not resulting in myocardial infarction
after_filter	Leaf_BH	I240	FALSE	I24.0 Coronary thrombosis not resulting in myocardial infarction
before_filter	Yekutieli	I240	FALSE	I24.0 Coronary thrombosis not resulting in myocardial infarction
after_filter	Yekutieli	I240	FALSE	I24.0 Coronary thrombosis not resulting in myocardial infarction
before_filter	Focused_BH	I248	FALSE	I24.8 Other forms of acute ischaemic heart disease
after_filter	Focused_BH	I248	FALSE	I24.8 Other forms of acute ischaemic heart disease
before_filter	Structured_Holm	I248	FALSE	I24.8 Other forms of acute ischaemic heart disease
after_filter	Structured_Holm	I248	FALSE	I24.8 Other forms of acute ischaemic heart disease
before_filter	BH	I248	FALSE	I24.8 Other forms of acute ischaemic heart disease
after_filter	BH	I248	FALSE	I24.8 Other forms of acute ischaemic heart disease
before_filter	Leaf_BH	I248	FALSE	I24.8 Other forms of acute ischaemic heart disease
after_filter	Leaf_BH	I248	FALSE	I24.8 Other forms of acute ischaemic heart disease
before_filter	Yekutieli	I248	FALSE	I24.8 Other forms of acute ischaemic heart disease
after_filter	Yekutieli	I248	FALSE	I24.8 Other forms of acute ischaemic heart disease
before_filter	Focused_BH	I249	FALSE	I24.9 Acute ischaemic heart disease, unspecified
after_filter	Focused_BH	I249	FALSE	I24.9 Acute ischaemic heart disease, unspecified
before_filter	Structured_Holm	I249	FALSE	I24.9 Acute ischaemic heart disease, unspecified
after_filter	Structured_Holm	I249	FALSE	I24.9 Acute ischaemic heart disease, unspecified
before_filter	BH	I249	FALSE	I24.9 Acute ischaemic heart disease, unspecified
after_filter	BH	I249	FALSE	I24.9 Acute ischaemic heart disease, unspecified
before_filter	Leaf_BH	I249	FALSE	I24.9 Acute ischaemic heart disease, unspecified
after_filter	Leaf_BH	I249	FALSE	I24.9 Acute ischaemic heart disease, unspecified
before_filter	Yekutieli	I249	FALSE	I24.9 Acute ischaemic heart disease, unspecified
after_filter	Yekutieli	I249	FALSE	I24.9 Acute ischaemic heart disease, unspecified
before_filter	Focused_BH	I25	FALSE	I25 Chronic ischaemic heart disease
after_filter	Focused_BH	I25	FALSE	I25 Chronic ischaemic heart disease
before_filter	Structured_Holm	I25	FALSE	I25 Chronic ischaemic heart disease
after_filter	Structured_Holm	I25	FALSE	I25 Chronic ischaemic heart disease
before_filter	BH	I25	FALSE	I25 Chronic ischaemic heart disease
after_filter	BH	I25	FALSE	I25 Chronic ischaemic heart disease
before_filter	Leaf_BH	I25	FALSE	I25 Chronic ischaemic heart disease
after_filter	Leaf_BH	I25	FALSE	I25 Chronic ischaemic heart disease
before_filter	Yekutieli	I25	FALSE	I25 Chronic ischaemic heart disease
after_filter	Yekutieli	I25	FALSE	I25 Chronic ischaemic heart disease
before_filter	Focused_BH	I251	FALSE	I25.1 Atherosclerotic heart disease
after_filter	Focused_BH	I251	FALSE	I25.1 Atherosclerotic heart disease
before_filter	Structured_Holm	I251	FALSE	I25.1 Atherosclerotic heart disease
after_filter	Structured_Holm	I251	FALSE	I25.1 Atherosclerotic heart disease
before_filter	BH	I251	FALSE	I25.1 Atherosclerotic heart disease
after_filter	BH	I251	FALSE	I25.1 Atherosclerotic heart disease
before_filter	Leaf_BH	I251	FALSE	I25.1 Atherosclerotic heart disease
after_filter	Leaf_BH	I251	FALSE	I25.1 Atherosclerotic heart disease
before_filter	Yekutieli	I251	FALSE	I25.1 Atherosclerotic heart disease
after_filter	Yekutieli	I251	FALSE	I25.1 Atherosclerotic heart disease
before_filter	Focused_BH	I252	FALSE	I25.2 Old myocardial infarction
after_filter	Focused_BH	I252	FALSE	I25.2 Old myocardial infarction
before_filter	Structured_Holm	I252	FALSE	I25.2 Old myocardial infarction
after_filter	Structured_Holm	I252	FALSE	I25.2 Old myocardial infarction
before_filter	BH	I252	FALSE	I25.2 Old myocardial infarction
after_filter	BH	I252	FALSE	I25.2 Old myocardial infarction
before_filter	Leaf_BH	I252	FALSE	I25.2 Old myocardial infarction
after_filter	Leaf_BH	I252	FALSE	I25.2 Old myocardial infarction
before_filter	Yekutieli	I252	FALSE	I25.2 Old myocardial infarction
after_filter	Yekutieli	I252	FALSE	I25.2 Old myocardial infarction
before_filter	Focused_BH	I255	FALSE	I25.5 Ischaemic cardiomyopathy
after_filter	Focused_BH	I255	FALSE	I25.5 Ischaemic cardiomyopathy
before_filter	Structured_Holm	I255	FALSE	I25.5 Ischaemic cardiomyopathy
after_filter	Structured_Holm	I255	FALSE	I25.5 Ischaemic cardiomyopathy
before_filter	BH	I255	FALSE	I25.5 Ischaemic cardiomyopathy
after_filter	BH	I255	FALSE	I25.5 Ischaemic cardiomyopathy
before_filter	Leaf_BH	I255	FALSE	I25.5 Ischaemic cardiomyopathy
after_filter	Leaf_BH	I255	FALSE	I25.5 Ischaemic cardiomyopathy
before_filter	Yekutieli	I255	FALSE	I25.5 Ischaemic cardiomyopathy
after_filter	Yekutieli	I255	FALSE	I25.5 Ischaemic cardiomyopathy
before_filter	Focused_BH	I258	FALSE	I25.8 Other forms of chronic ischaemic heart disease
after_filter	Focused_BH	I258	FALSE	I25.8 Other forms of chronic ischaemic heart disease
before_filter	Structured_Holm	I258	FALSE	I25.8 Other forms of chronic ischaemic heart disease
after_filter	Structured_Holm	I258	FALSE	I25.8 Other forms of chronic ischaemic heart disease
before_filter	BH	I258	FALSE	I25.8 Other forms of chronic ischaemic heart disease
after_filter	BH	I258	FALSE	I25.8 Other forms of chronic ischaemic heart disease
before_filter	Leaf_BH	I258	FALSE	I25.8 Other forms of chronic ischaemic heart disease
after_filter	Leaf_BH	I258	FALSE	I25.8 Other forms of chronic ischaemic heart disease
before_filter	Yekutieli	I258	FALSE	I25.8 Other forms of chronic ischaemic heart disease
after_filter	Yekutieli	I258	FALSE	I25.8 Other forms of chronic ischaemic heart disease
before_filter	Focused_BH	I259	FALSE	I25.9 Chronic ischaemic heart disease, unspecified
after_filter	Focused_BH	I259	FALSE	I25.9 Chronic ischaemic heart disease, unspecified
before_filter	Structured_Holm	I259	FALSE	I25.9 Chronic ischaemic heart disease, unspecified
after_filter	Structured_Holm	I259	FALSE	I25.9 Chronic ischaemic heart disease, unspecified
before_filter	BH	I259	FALSE	I25.9 Chronic ischaemic heart disease, unspecified
after_filter	BH	I259	FALSE	I25.9 Chronic ischaemic heart disease, unspecified
before_filter	Leaf_BH	I259	FALSE	I25.9 Chronic ischaemic heart disease, unspecified
after_filter	Leaf_BH	I259	FALSE	I25.9 Chronic ischaemic heart disease, unspecified
before_filter	Yekutieli	I259	FALSE	I25.9 Chronic ischaemic heart disease, unspecified
after_filter	Yekutieli	I259	FALSE	I25.9 Chronic ischaemic heart disease, unspecified
before_filter	Focused_BH	I26	FALSE	I26 Pulmonary embolism
after_filter	Focused_BH	I26	FALSE	I26 Pulmonary embolism
before_filter	Structured_Holm	I26	FALSE	I26 Pulmonary embolism
after_filter	Structured_Holm	I26	FALSE	I26 Pulmonary embolism
before_filter	BH	I26	FALSE	I26 Pulmonary embolism
after_filter	BH	I26	FALSE	I26 Pulmonary embolism
before_filter	Leaf_BH	I26	FALSE	I26 Pulmonary embolism
after_filter	Leaf_BH	I26	FALSE	I26 Pulmonary embolism
before_filter	Yekutieli	I26	FALSE	I26 Pulmonary embolism
after_filter	Yekutieli	I26	FALSE	I26 Pulmonary embolism
before_filter	Focused_BH	I269	FALSE	I26.9 Pulmonary embolism without mention of acute cor pulmonale
after_filter	Focused_BH	I269	FALSE	I26.9 Pulmonary embolism without mention of acute cor pulmonale
before_filter	Structured_Holm	I269	FALSE	I26.9 Pulmonary embolism without mention of acute cor pulmonale
after_filter	Structured_Holm	I269	FALSE	I26.9 Pulmonary embolism without mention of acute cor pulmonale
before_filter	BH	I269	FALSE	I26.9 Pulmonary embolism without mention of acute cor pulmonale
after_filter	BH	I269	FALSE	I26.9 Pulmonary embolism without mention of acute cor pulmonale
before_filter	Leaf_BH	I269	FALSE	I26.9 Pulmonary embolism without mention of acute cor pulmonale
after_filter	Leaf_BH	I269	FALSE	I26.9 Pulmonary embolism without mention of acute cor pulmonale
before_filter	Yekutieli	I269	FALSE	I26.9 Pulmonary embolism without mention of acute cor pulmonale
after_filter	Yekutieli	I269	FALSE	I26.9 Pulmonary embolism without mention of acute cor pulmonale
before_filter	Focused_BH	I27	FALSE	I27 Other pulmonary heart diseases
after_filter	Focused_BH	I27	FALSE	I27 Other pulmonary heart diseases
before_filter	Structured_Holm	I27	FALSE	I27 Other pulmonary heart diseases
after_filter	Structured_Holm	I27	FALSE	I27 Other pulmonary heart diseases
before_filter	BH	I27	FALSE	I27 Other pulmonary heart diseases
after_filter	BH	I27	FALSE	I27 Other pulmonary heart diseases
before_filter	Leaf_BH	I27	FALSE	I27 Other pulmonary heart diseases
after_filter	Leaf_BH	I27	FALSE	I27 Other pulmonary heart diseases
before_filter	Yekutieli	I27	FALSE	I27 Other pulmonary heart diseases
after_filter	Yekutieli	I27	FALSE	I27 Other pulmonary heart diseases
before_filter	Focused_BH	I270	FALSE	I27.0 Primary pulmonary hypertension
after_filter	Focused_BH	I270	FALSE	I27.0 Primary pulmonary hypertension
before_filter	Structured_Holm	I270	FALSE	I27.0 Primary pulmonary hypertension
after_filter	Structured_Holm	I270	FALSE	I27.0 Primary pulmonary hypertension
before_filter	BH	I270	FALSE	I27.0 Primary pulmonary hypertension
after_filter	BH	I270	FALSE	I27.0 Primary pulmonary hypertension
before_filter	Leaf_BH	I270	FALSE	I27.0 Primary pulmonary hypertension
